entry_id	figure	panel	source	record_type	independent_unit	notes	sha256
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9305_selection_seal.json	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9305_selection_seal.json	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	e2531ef5ff18099378f1d58a33080ca189340ff77023459ef1ee1e9999790600
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9305_timings.csv	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9305_timings.csv	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	55e8514a52ea9fcf4ab304da38fd5fc44c70c47831f4a2826e164628f32fcf43
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9306_audit.json	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9306_audit.json	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	45b521f714cd0ca9946c63a6cd518ddee363e34edcac1633ff5d6abb2ded2a3e
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9306_outcomes.csv	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9306_outcomes.csv	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	3b3dbe50e28275d25b7019cb26f385bf83e56c67b086bb51228e1dac162ccb8e
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9306_pilot.csv	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9306_pilot.csv	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	0073e31c5af99b9b6b32898e6022c7e35b6e6b8cb67116b72dbbfd95f35f707a
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9306_predictions.csv	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9306_predictions.csv	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	392cb3fe4a8694b3a188afb42e322eadb20861a685a17da97908be5398d5ff83
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9306_selection_seal.json	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9306_selection_seal.json	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	a39128245385f2588a1a713b8c1ddbc7614c1e3e85de71db22f41a8f00a0ec04
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9306_timings.csv	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9306_timings.csv	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	49731ee6529caa24e43319bb59063bd735263db03ea4a13514f1751f5c438ae2
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9307_audit.json	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9307_audit.json	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	1878d7b313cf6b9bbeeecee84b7c3b474a507954d7882bc041d4e03c6e628d0b
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9307_outcomes.csv	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9307_outcomes.csv	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	1ac75b4c8037098ca4bc66ec17570ab9c2212a8baddab8b09606fe0ee3700f8a
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9307_pilot.csv	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9307_pilot.csv	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	533fa54b4e4c0eedb46fa57a1509d78caa4f992d06f2c1bd153b2b0af74e7f7c
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9307_predictions.csv	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9307_predictions.csv	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	7deaa28b8906087f214936062ae2aede47565b10552b756d9bcbbf8579edc7f7
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9307_selection_seal.json	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9307_selection_seal.json	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	cdbc26d46bac165ed05a060e109c309753975e919c6046dc199bd436079e2b83
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9307_timings.csv	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9307_timings.csv	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	cbc84bb02c113692a3c9944f6daa4f21c758f295e20cc47967d2fe886f971a8e
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9308_audit.json	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9308_audit.json	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	c1f606adb6585c150315d6f8ddbbc1313de509be645ac585833b0935bd1d5b48
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9308_outcomes.csv	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9308_outcomes.csv	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	d8d95193f7c51765e5c7b89adb028b57406080f6d7a0b0c70f98bdfb29de236b
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9308_pilot.csv	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9308_pilot.csv	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	d3beb92723defda827df9f57dc62e17aba451859b3ce1fd1f92febfb46227b05
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9308_predictions.csv	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9308_predictions.csv	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	82103fc93bd024abe2f1e8d7f7a2e0620f8b99ec85a5664be1192a29ef45f417
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9308_selection_seal.json	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9308_selection_seal.json	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	d42b8c37568783ecd8ba18cd37fe857a645fe2a4b30c6b6aea902146ad082933
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9308_timings.csv	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9308_timings.csv	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	fd1445c3ce0d1a0569c14ef8203167d432f2673064c00c7772451f4e0362380d
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9309_audit.json	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9309_audit.json	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	3441409dd988ed43931447fe3d224a74e2964a02747a3dfa1ffd18a6c4ffcbf8
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9309_outcomes.csv	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9309_outcomes.csv	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	c7d75276ffbfedf9ba0b4c6b7d6f32b025557ca862713ece34a3da6866c6d956
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9309_pilot.csv	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9309_pilot.csv	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	3267cea15565f8e01295c6b11a88f1f43339650ba51b612168ef93f9178d5957
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9309_predictions.csv	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9309_predictions.csv	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	7999cd0c5fff3151af2005ef9b270718fc586fd578ba42de85e4b2e781c414af
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9309_selection_seal.json	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9309_selection_seal.json	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	7ad29df657772f67740f18f7ff3d7b1dfcc89cec2d3c9a8f5f93e833802e42f0
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9309_timings.csv	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9309_timings.csv	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	d28abd401201ed67fbb6a574ee6634584972793d372087723377a759a30d9893
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9310_audit.json	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9310_audit.json	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	2aa0d37d35c0487c49b1cb95d2346dac8f37ff163d2510ae8d7715998c4a6a74
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9310_outcomes.csv	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9310_outcomes.csv	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	ac0be377cddf2e5e9af4227a9daf7bce1a9c7efe1c1d218f591399983cacbe98
morphology.figS39.a-f.source_data.morphology_finite_horizon.runs.fresh.seed_9310_pilot.csv	figS39	a-f	source_data/morphology_finite_horizon/runs/fresh/seed_9310_pilot.csv	panel_source	20 fresh independent seed blocks; tasks, candidates and regimes nested	Primary forecast frozen before new outcomes; secondary baselines separately frozen; fresh-iid exactness and cache misspecification distinguished.	bc1f98d3e10995cbdc7e972a7d2d8868d47e3db6f9c28f7b3311d76bf3bd81bc
